version = 6
CPU 0 is empty
CPU 1 is empty
CPU 2 is empty
cpus=4
       ether_ros-3990  [003]  8698.349663: funcgraph_entry:                   |    kernel_recvmsg() {
       ether_ros-3990  [003]  8698.349664: funcgraph_entry:        1.138 us   |      __skb_recv_datagram();
       ether_ros-3990  [003]  8698.349667: funcgraph_exit:         4.102 us   |    }
       ether_ros-3990  [003]  8698.349669: funcgraph_entry:                   |    kernel_recvmsg() {
       ether_ros-3990  [003]  8698.349669: funcgraph_entry:        0.303 us   |      __skb_recv_datagram();
       ether_ros-3990  [003]  8698.349670: funcgraph_exit:         1.050 us   |    }
       ether_ros-3990  [003]  8698.349671: funcgraph_exit:         8.208 us   |  }
       ether_ros-3990  [003]  8698.349685: funcgraph_entry:                   |  ecrt_master_send() {
       ether_ros-3990  [003]  8698.349686: funcgraph_entry:                   |    kernel_sendmsg() {
       ether_ros-3990  [003]  8698.349692: funcgraph_entry:        1.521 us   |      e1000_xmit_frame();
       ether_ros-3990  [003]  8698.349695: funcgraph_exit:         8.387 us   |    }
       ether_ros-3990  [003]  8698.349696: funcgraph_exit:       + 10.416 us  |  }
 irq/33-enp5s0-r-2502  [003]  8698.349791: funcgraph_entry:        0.535 us   |  e1000_intr_msix_rx();
 irq/33-enp5s0-r-2502  [003]  8698.349794: funcgraph_entry:                   |  net_rx_action() {
 irq/33-enp5s0-r-2502  [003]  8698.349796: funcgraph_entry:        1.987 us   |    napi_gro_receive();
 irq/33-enp5s0-r-2502  [003]  8698.349801: funcgraph_exit:         7.010 us   |  }
 irq/33-enp5s0-r-2502  [003]  8698.349802: funcgraph_entry:                   |  net_rx_action() {
 irq/33-enp5s0-r-2502  [003]  8698.349803: funcgraph_entry:                   |    __netif_receive_skb_core() {
 irq/33-enp5s0-r-2502  [003]  8698.349804: funcgraph_entry:        0.972 us   |      packet_rcv();
 irq/33-enp5s0-r-2502  [003]  8698.349806: funcgraph_exit:         2.523 us   |    }
 irq/33-enp5s0-r-2502  [003]  8698.349812: funcgraph_exit:         9.747 us   |  }
       ether_ros-3990  [003]  8698.353663: funcgraph_entry:                   |  ecrt_master_receive() {
       ether_ros-3990  [003]  8698.353665: funcgraph_entry:                   |    kernel_recvmsg() {
       ether_ros-3990  [003]  8698.353666: funcgraph_entry:        1.140 us   |      __skb_recv_datagram();
       ether_ros-3990  [003]  8698.353670: funcgraph_exit:         4.222 us   |    }
       ether_ros-3990  [003]  8698.353671: funcgraph_entry:                   |    kernel_recvmsg() {
       ether_ros-3990  [003]  8698.353671: funcgraph_entry:        0.308 us   |      __skb_recv_datagram();
       ether_ros-3990  [003]  8698.353672: funcgraph_exit:         1.054 us   |    }
       ether_ros-3990  [003]  8698.353673: funcgraph_exit:         7.958 us   |  }
       ether_ros-3990  [003]  8698.353687: funcgraph_entry:                   |  ecrt_master_send() {
       ether_ros-3990  [003]  8698.353689: funcgraph_entry:                   |    kernel_sendmsg() {
       ether_ros-3990  [003]  8698.353694: funcgraph_entry:        1.533 us   |      e1000_xmit_frame();
       ether_ros-3990  [003]  8698.353698: funcgraph_exit:         8.452 us   |    }
       ether_ros-3990  [003]  8698.353698: funcgraph_exit:       + 10.547 us  |  }
 irq/33-enp5s0-r-2502  [003]  8698.353751: funcgraph_entry:        0.463 us   |  e1000_intr_msix_rx();
 irq/33-enp5s0-r-2502  [003]  8698.353753: funcgraph_entry:                   |  net_rx_action() {
 irq/33-enp5s0-r-2502  [003]  8698.353755: funcgraph_entry:        1.710 us   |    napi_gro_receive();
 irq/33-enp5s0-r-2502  [003]  8698.353760: funcgraph_exit:         6.269 us   |  }
 irq/33-enp5s0-r-2502  [003]  8698.353761: funcgraph_entry:                   |  net_rx_action() {
 irq/33-enp5s0-r-2502  [003]  8698.353762: funcgraph_entry:                   |    __netif_receive_skb_core() {
 irq/33-enp5s0-r-2502  [003]  8698.353763: funcgraph_entry:        0.888 us   |      packet_rcv();
 irq/33-enp5s0-r-2502  [003]  8698.353765: funcgraph_exit:         2.249 us   |    }
 irq/33-enp5s0-r-2502  [003]  8698.353765: funcgraph_exit:         3.654 us   |  }
       ether_ros-3990  [003]  8698.357663: funcgraph_entry:                   |  ecrt_master_receive() {
       ether_ros-3990  [003]  8698.357665: funcgraph_entry:                   |    kernel_recvmsg() {
       ether_ros-3990  [003]  8698.357666: funcgraph_entry:        1.123 us   |      __skb_recv_datagram();
       ether_ros-3990  [003]  8698.357670: funcgraph_exit:         4.106 us   |    }
       ether_ros-3990  [003]  8698.357671: funcgraph_entry:                   |    kernel_recvmsg() {
       ether_ros-3990  [003]  8698.357671: funcgraph_entry:        0.301 us   |      __skb_recv_datagram();
       ether_ros-3990  [003]  8698.357672: funcgraph_exit:         1.035 us   |    }
       ether_ros-3990  [003]  8698.357673: funcgraph_exit:         7.910 us   |  }
       ether_ros-3990  [003]  8698.357687: funcgraph_entry:                   |  ecrt_master_send() {
       ether_ros-3990  [003]  8698.357688: funcgraph_entry:                   |    kernel_sendmsg() {
       ether_ros-3990  [003]  8698.357694: funcgraph_entry:        1.499 us   |      e1000_xmit_frame();
       ether_ros-3990  [003]  8698.357697: funcgraph_exit:         8.279 us   |    }
       ether_ros-3990  [003]  8698.357698: funcgraph_exit:       + 10.276 us  |  }
 irq/33-enp5s0-r-2502  [003]  8698.357793: funcgraph_entry:        0.515 us   |  e1000_intr_msix_rx();
 irq/33-enp5s0-r-2502  [003]  8698.357796: funcgraph_entry:                   |  net_rx_action() {
 irq/33-enp5s0-r-2502  [003]  8698.357797: funcgraph_entry:        1.894 us   |    napi_gro_receive();
 irq/33-enp5s0-r-2502  [003]  8698.357803: funcgraph_exit:         6.790 us   |  }
 irq/33-enp5s0-r-2502  [003]  8698.357804: funcgraph_entry:                   |  net_rx_action() {
 irq/33-enp5s0-r-2502  [003]  8698.357805: funcgraph_entry:                   |    __netif_receive_skb_core() {
 irq/33-enp5s0-r-2502  [003]  8698.357806: funcgraph_entry:        0.950 us   |      packet_rcv();
 irq/33-enp5s0-r-2502  [003]  8698.357808: funcgraph_exit:         2.486 us   |    }
 irq/33-enp5s0-r-2502  [003]  8698.357808: funcgraph_exit:         3.941 us   |  }
       ether_ros-3990  [003]  8698.361660: funcgraph_entry:                   |  ecrt_master_receive() {
       ether_ros-3990  [003]  8698.361662: funcgraph_entry:                   |    kernel_recvmsg() {
       ether_ros-3990  [003]  8698.361663: funcgraph_entry:        1.151 us   |      __skb_recv_datagram();
       ether_ros-3990  [003]  8698.361667: funcgraph_exit:         4.194 us   |    }
       ether_ros-3990  [003]  8698.361668: funcgraph_entry:                   |    kernel_recvmsg() {
       ether_ros-3990  [003]  8698.361668: funcgraph_entry:        0.325 us   |      __skb_recv_datagram();
       ether_ros-3990  [003]  8698.361669: funcgraph_exit:         1.073 us   |    }
       ether_ros-3990  [003]  8698.361669: funcgraph_exit:         8.048 us   |  }
       ether_ros-3990  [003]  8698.361684: funcgraph_entry:                   |  ecrt_master_send() {
       ether_ros-3990  [003]  8698.361685: funcgraph_entry:                   |    kernel_sendmsg() {
       ether_ros-3990  [003]  8698.361691: funcgraph_entry:        1.485 us   |      e1000_xmit_frame();
       ether_ros-3990  [003]  8698.361694: funcgraph_exit:         8.260 us   |    }
       ether_ros-3990  [003]  8698.361695: funcgraph_exit:       + 10.386 us  |  }
 irq/33-enp5s0-r-2502  [003]  8698.361790: funcgraph_entry:        0.507 us   |  e1000_intr_msix_rx();
 irq/33-enp5s0-r-2502  [003]  8698.361793: funcgraph_entry:                   |  net_rx_action() {
 irq/33-enp5s0-r-2502  [003]  8698.361794: funcgraph_entry:        1.944 us   |    napi_gro_receive();
 irq/33-enp5s0-r-2502  [003]  8698.361800: funcgraph_exit:         6.960 us   |  }
 irq/33-enp5s0-r-2502  [003]  8698.361801: funcgraph_entry:                   |  net_rx_action() {
 irq/33-enp5s0-r-2502  [003]  8698.361802: funcgraph_entry:                   |    __netif_receive_skb_core() {
 irq/33-enp5s0-r-2502  [003]  8698.361803: funcgraph_entry:        0.954 us   |      packet_rcv();
 irq/33-enp5s0-r-2502  [003]  8698.361805: funcgraph_exit:         2.510 us   |    }
 irq/33-enp5s0-r-2502  [003]  8698.361805: funcgraph_exit:         3.979 us   |  }
       ether_ros-3990  [003]  8698.365663: funcgraph_entry:                   |  ecrt_master_receive() {
       ether_ros-3990  [003]  8698.365665: funcgraph_entry:                   |    kernel_recvmsg() {
       ether_ros-3990  [003]  8698.365666: funcgraph_entry:        1.148 us   |      __skb_recv_datagram();
       ether_ros-3990  [003]  8698.365670: funcgraph_exit:         4.180 us   |    }
       ether_ros-3990  [003]  8698.365671: funcgraph_entry:                   |    kernel_recvmsg() {
       ether_ros-3990  [003]  8698.365671: funcgraph_entry:        0.290 us   |      __skb_recv_datagram();
       ether_ros-3990  [003]  8698.365680: funcgraph_exit:         8.877 us   |    }
       ether_ros-3990  [003]  8698.365681: funcgraph_exit:       + 16.367 us  |  }
       ether_ros-3990  [003]  8698.365696: funcgraph_entry:                   |  ecrt_master_send() {
       ether_ros-3990  [003]  8698.365697: funcgraph_entry:                   |    kernel_sendmsg() {
       ether_ros-3990  [003]  8698.365703: funcgraph_entry:        1.493 us   |      e1000_xmit_frame();
       ether_ros-3990  [003]  8698.365706: funcgraph_exit:         9.058 us   |    }
       ether_ros-3990  [003]  8698.365707: funcgraph_exit:       + 10.953 us  |  }
 irq/33-enp5s0-r-2502  [003]  8698.365793: funcgraph_entry:        0.435 us   |  e1000_intr_msix_rx();
 irq/33-enp5s0-r-2502  [003]  8698.365799: funcgraph_entry:                   |  net_rx_action() {
 irq/33-enp5s0-r-2502  [003]  8698.365801: funcgraph_entry:        1.721 us   |    napi_gro_receive();
 irq/33-enp5s0-r-2502  [003]  8698.365805: funcgraph_exit:         6.491 us   |  }
 irq/33-enp5s0-r-2502  [003]  8698.365807: funcgraph_entry:                   |  net_rx_action() {
 irq/33-enp5s0-r-2502  [003]  8698.365807: funcgraph_entry:                   |    __netif_receive_skb_core() {
 irq/33-enp5s0-r-2502  [003]  8698.365809: funcgraph_entry:        0.882 us   |      packet_rcv();
 irq/33-enp5s0-r-2502  [003]  8698.365810: funcgraph_exit:         2.310 us   |    }
 irq/33-enp5s0-r-2502  [003]  8698.365811: funcgraph_exit:         3.633 us   |  }
       ether_ros-3990  [003]  8698.369660: funcgraph_entry:                   |  ecrt_master_receive() {
       ether_ros-3990  [003]  8698.369662: funcgraph_entry:                   |    kernel_recvmsg() {
       ether_ros-3990  [003]  8698.369663: funcgraph_entry:        1.150 us   |      __skb_recv_datagram();
       ether_ros-3990  [003]  8698.369667: funcgraph_exit:         4.149 us   |    }
       ether_ros-3990  [003]  8698.369668: funcgraph_entry:                   |    kernel_recvmsg() {
       ether_ros-3990  [003]  8698.369668: funcgraph_entry:        0.290 us   |      __skb_recv_datagram();
       ether_ros-3990  [003]  8698.369669: funcgraph_exit:         1.030 us   |    }
       ether_ros-3990  [003]  8698.369670: funcgraph_exit:         7.888 us   |  }
       ether_ros-3990  [003]  8698.369684: funcgraph_entry:                   |  ecrt_master_send() {
       ether_ros-3990  [003]  8698.369685: funcgraph_entry:                   |    kernel_sendmsg() {
       ether_ros-3990  [003]  8698.369691: funcgraph_entry:        1.530 us   |      e1000_xmit_frame();
       ether_ros-3990  [003]  8698.369694: funcgraph_exit:         8.468 us   |    }
       ether_ros-3990  [003]  8698.369695: funcgraph_exit:       + 10.549 us  |  }
 irq/33-enp5s0-r-2502  [003]  8698.369748: funcgraph_entry:        0.475 us   |  e1000_intr_msix_rx();
 irq/33-enp5s0-r-2502  [003]  8698.369750: funcgraph_entry:                   |  net_rx_action() {
 irq/33-enp5s0-r-2502  [003]  8698.369752: funcgraph_entry:        1.702 us   |    napi_gro_receive();
 irq/33-enp5s0-r-2502  [003]  8698.369757: funcgraph_exit:         6.284 us   |  }
 irq/33-enp5s0-r-2502  [003]  8698.369758: funcgraph_entry:                   |  net_rx_action() {
 irq/33-enp5s0-r-2502  [003]  8698.369759: funcgraph_entry:                   |    __netif_receive_skb_core() {
 irq/33-enp5s0-r-2502  [003]  8698.369760: funcgraph_entry:        0.870 us   |      packet_rcv();
 irq/33-enp5s0-r-2502  [003]  8698.369761: funcgraph_exit:         2.235 us   |    }
 irq/33-enp5s0-r-2502  [003]  8698.369762: funcgraph_exit:         3.651 us   |  }
       ether_ros-3990  [003]  8698.373661: funcgraph_entry:                   |  ecrt_master_receive() {
       ether_ros-3990  [003]  8698.373663: funcgraph_entry:                   |    kernel_recvmsg() {
       ether_ros-3990  [003]  8698.373664: funcgraph_entry:        1.143 us   |      __skb_recv_datagram();
       ether_ros-3990  [003]  8698.373667: funcgraph_exit:         4.153 us   |    }
       ether_ros-3990  [003]  8698.373668: funcgraph_entry:                   |    kernel_recvmsg() {
       ether_ros-3990  [003]  8698.373669: funcgraph_entry:        0.286 us   |      __skb_recv_datagram();
       ether_ros-3990  [003]  8698.373670: funcgraph_exit:         1.055 us   |    }
       ether_ros-3990  [003]  8698.373670: funcgraph_exit:         8.184 us   |  }
       ether_ros-3990  [003]  8698.373685: funcgraph_entry:                   |  ecrt_master_send() {
       ether_ros-3990  [003]  8698.373686: funcgraph_entry:                   |    kernel_sendmsg() {
       ether_ros-3990  [003]  8698.373692: funcgraph_entry:        1.497 us   |      e1000_xmit_frame();
       ether_ros-3990  [003]  8698.373695: funcgraph_exit:         8.416 us   |    }
       ether_ros-3990  [003]  8698.373696: funcgraph_exit:       + 10.430 us  |  }
 irq/33-enp5s0-r-2502  [003]  8698.373791: funcgraph_entry:        0.527 us   |  e1000_intr_msix_rx();
 irq/33-enp5s0-r-2502  [003]  8698.373793: funcgraph_entry:                   |  net_rx_action() {
 irq/33-enp5s0-r-2502  [003]  8698.373795: funcgraph_entry:        1.954 us   |    napi_gro_receive();
 irq/33-enp5s0-r-2502  [003]  8698.373801: funcgraph_exit:         6.993 us   |  }
 irq/33-enp5s0-r-2502  [003]  8698.373802: funcgraph_entry:                   |  net_rx_action() {
 irq/33-enp5s0-r-2502  [003]  8698.373803: funcgraph_entry:                   |    __netif_receive_skb_core() {
 irq/33-enp5s0-r-2502  [003]  8698.373804: funcgraph_entry:        0.962 us   |      packet_rcv();
 irq/33-enp5s0-r-2502  [003]  8698.373806: funcgraph_exit:         2.458 us   |    }
 irq/33-enp5s0-r-2502  [003]  8698.373806: funcgraph_exit:         3.963 us   |  }
       ether_ros-3990  [003]  8698.377661: funcgraph_entry:                   |  ecrt_master_receive() {
       ether_ros-3990  [003]  8698.377663: funcgraph_entry:                   |    kernel_recvmsg() {
       ether_ros-3990  [003]  8698.377664: funcgraph_entry:        1.147 us   |      __skb_recv_datagram();
       ether_ros-3990  [003]  8698.377667: funcgraph_exit:         4.204 us   |    }
       ether_ros-3990  [003]  8698.377668: funcgraph_entry:                   |    kernel_recvmsg() {
       ether_ros-3990  [003]  8698.377669: funcgraph_entry:        0.296 us   |      __skb_recv_datagram();
       ether_ros-3990  [003]  8698.377670: funcgraph_exit:         1.052 us   |    }
       ether_ros-3990  [003]  8698.377670: funcgraph_exit:         7.933 us   |  }
       ether_ros-3990  [003]  8698.377685: funcgraph_entry:                   |  ecrt_master_send() {
       ether_ros-3990  [003]  8698.377686: funcgraph_entry:                   |    kernel_sendmsg() {
       ether_ros-3990  [003]  8698.377693: funcgraph_entry:        1.491 us   |      e1000_xmit_frame();
       ether_ros-3990  [003]  8698.377696: funcgraph_exit:         9.285 us   |    }
       ether_ros-3990  [003]  8698.377697: funcgraph_exit:       + 11.446 us  |  }
 irq/33-enp5s0-r-2502  [003]  8698.377789: funcgraph_entry:        0.433 us   |  e1000_intr_msix_rx();
 irq/33-enp5s0-r-2502  [003]  8698.377794: funcgraph_entry:                   |  net_rx_action() {
 irq/33-enp5s0-r-2502  [003]  8698.377797: funcgraph_entry:        1.663 us   |    napi_gro_receive();
 irq/33-enp5s0-r-2502  [003]  8698.377801: funcgraph_exit:         6.547 us   |  }
 irq/33-enp5s0-r-2502  [003]  8698.377803: funcgraph_entry:                   |  net_rx_action() {
 irq/33-enp5s0-r-2502  [003]  8698.377803: funcgraph_entry:                   |    __netif_receive_skb_core() {
 irq/33-enp5s0-r-2502  [003]  8698.377804: funcgraph_entry:        0.924 us   |      packet_rcv();
 irq/33-enp5s0-r-2502  [003]  8698.377806: funcgraph_exit:         2.378 us   |    }
 irq/33-enp5s0-r-2502  [003]  8698.377807: funcgraph_exit:         3.766 us   |  }
       ether_ros-3990  [003]  8698.381661: funcgraph_entry:                   |  ecrt_master_receive() {
       ether_ros-3990  [003]  8698.381663: funcgraph_entry:                   |    kernel_recvmsg() {
       ether_ros-3990  [003]  8698.381664: funcgraph_entry:        1.142 us   |      __skb_recv_datagram();
       ether_ros-3990  [003]  8698.381667: funcgraph_exit:         4.152 us   |    }
       ether_ros-3990  [003]  8698.381669: funcgraph_entry:                   |    kernel_recvmsg() {
       ether_ros-3990  [003]  8698.381669: funcgraph_entry:        0.295 us   |      __skb_recv_datagram();
       ether_ros-3990  [003]  8698.381670: funcgraph_exit:         1.040 us   |    }
       ether_ros-3990  [003]  8698.381671: funcgraph_exit:         8.164 us   |  }
       ether_ros-3990  [003]  8698.381685: funcgraph_entry:                   |  ecrt_master_send() {
       ether_ros-3990  [003]  8698.381686: funcgraph_entry:                   |    kernel_sendmsg() {
       ether_ros-3990  [003]  8698.381692: funcgraph_entry:        1.468 us   |      e1000_xmit_frame();
       ether_ros-3990  [003]  8698.381695: funcgraph_exit:         8.243 us   |    }
       ether_ros-3990  [003]  8698.381696: funcgraph_exit:       + 10.198 us  |  }
 irq/33-enp5s0-r-2502  [003]  8698.381791: funcgraph_entry:        0.484 us   |  e1000_intr_msix_rx();
 irq/33-enp5s0-r-2502  [003]  8698.381794: funcgraph_entry:                   |  net_rx_action() {
 irq/33-enp5s0-r-2502  [003]  8698.381796: funcgraph_entry:        1.962 us   |    napi_gro_receive();
 irq/33-enp5s0-r-2502  [003]  8698.381801: funcgraph_exit:         6.951 us   |  }
 irq/33-enp5s0-r-2502  [003]  8698.381802: funcgraph_entry:                   |  net_rx_action() {
 irq/33-enp5s0-r-2502  [003]  8698.381803: funcgraph_entry:                   |    __netif_receive_skb_core() {
 irq/33-enp5s0-r-2502  [003]  8698.381805: funcgraph_entry:        0.954 us   |      packet_rcv();
 irq/33-enp5s0-r-2502  [003]  8698.381806: funcgraph_exit:         2.519 us   |    }
 irq/33-enp5s0-r-2502  [003]  8698.381807: funcgraph_exit:         4.112 us   |  }
       ether_ros-3990  [003]  8698.385637: funcgraph_entry:                   |  ecrt_master_receive() {
       ether_ros-3990  [003]  8698.385639: funcgraph_entry:                   |    kernel_recvmsg() {
       ether_ros-3990  [003]  8698.385640: funcgraph_entry:        1.103 us   |      __skb_recv_datagram();
       ether_ros-3990  [003]  8698.385643: funcgraph_exit:         4.145 us   |    }
       ether_ros-3990  [003]  8698.385645: funcgraph_entry:                   |    kernel_recvmsg() {
       ether_ros-3990  [003]  8698.385645: funcgraph_entry:        0.335 us   |      __skb_recv_datagram();
       ether_ros-3990  [003]  8698.385646: funcgraph_exit:         1.067 us   |    }
       ether_ros-3990  [003]  8698.385646: funcgraph_exit:         7.966 us   |  }
       ether_ros-3990  [003]  8698.385661: funcgraph_entry:                   |  ecrt_master_send() {
       ether_ros-3990  [003]  8698.385662: funcgraph_entry:                   |    kernel_sendmsg() {
       ether_ros-3990  [003]  8698.385669: funcgraph_entry:        1.467 us   |      e1000_xmit_frame();
       ether_ros-3990  [003]  8698.385672: funcgraph_exit:         9.391 us   |    }
       ether_ros-3990  [003]  8698.385673: funcgraph_exit:       + 11.495 us  |  }
 irq/33-enp5s0-r-2502  [003]  8698.385725: funcgraph_entry:        0.467 us   |  e1000_intr_msix_rx();
 irq/33-enp5s0-r-2502  [003]  8698.385727: funcgraph_entry:                   |  net_rx_action() {
 irq/33-enp5s0-r-2502  [003]  8698.385729: funcgraph_entry:        1.722 us   |    napi_gro_receive();
 irq/33-enp5s0-r-2502  [003]  8698.385734: funcgraph_exit:         6.272 us   |  }
 irq/33-enp5s0-r-2502  [003]  8698.385735: funcgraph_entry:                   |  net_rx_action() {
 irq/33-enp5s0-r-2502  [003]  8698.385736: funcgraph_entry:                   |    __netif_receive_skb_core() {
 irq/33-enp5s0-r-2502  [003]  8698.385737: funcgraph_entry:        0.872 us   |      packet_rcv();
 irq/33-enp5s0-r-2502  [003]  8698.385739: funcgraph_exit:         2.271 us   |    }
 irq/33-enp5s0-r-2502  [003]  8698.385739: funcgraph_exit:         3.658 us   |  }
       ether_ros-3990  [003]  8698.389605: funcgraph_entry:                   |  ecrt_master_receive() {
       ether_ros-3990  [003]  8698.389607: funcgraph_entry:                   |    kernel_recvmsg() {
       ether_ros-3990  [003]  8698.389608: funcgraph_entry:        1.149 us   |      __skb_recv_datagram();
       ether_ros-3990  [003]  8698.389612: funcgraph_exit:         4.252 us   |    }
       ether_ros-3990  [003]  8698.389613: funcgraph_entry:                   |    kernel_recvmsg() {
       ether_ros-3990  [003]  8698.389613: funcgraph_entry:        0.301 us   |      __skb_recv_datagram();
       ether_ros-3990  [003]  8698.389614: funcgraph_exit:         1.047 us   |    }
       ether_ros-3990  [003]  8698.389615: funcgraph_exit:         8.311 us   |  }
       ether_ros-3990  [003]  8698.389629: funcgraph_entry:                   |  ecrt_master_send() {
       ether_ros-3990  [003]  8698.389631: funcgraph_entry:                   |    kernel_sendmsg() {
       ether_ros-3990  [003]  8698.389636: funcgraph_entry:        1.569 us   |      e1000_xmit_frame();
       ether_ros-3990  [003]  8698.389640: funcgraph_exit:         8.686 us   |    }
       ether_ros-3990  [003]  8698.389640: funcgraph_exit:       + 10.669 us  |  }
 irq/33-enp5s0-r-2502  [003]  8698.389737: funcgraph_entry:        0.529 us   |  e1000_intr_msix_rx();
 irq/33-enp5s0-r-2502  [003]  8698.389739: funcgraph_entry:                   |  net_rx_action() {
 irq/33-enp5s0-r-2502  [003]  8698.389742: funcgraph_entry:        1.914 us   |    napi_gro_receive();
 irq/33-enp5s0-r-2502  [003]  8698.389747: funcgraph_exit:         7.018 us   |  }
 irq/33-enp5s0-r-2502  [003]  8698.389748: funcgraph_entry:                   |  net_rx_action() {
 irq/33-enp5s0-r-2502  [003]  8698.389749: funcgraph_entry:                   |    __netif_receive_skb_core() {
 irq/33-enp5s0-r-2502  [003]  8698.389751: funcgraph_entry:        0.992 us   |      packet_rcv();
 irq/33-enp5s0-r-2502  [003]  8698.389758: funcgraph_exit:         8.456 us   |    }
 irq/33-enp5s0-r-2502  [003]  8698.389758: funcgraph_exit:       + 10.020 us  |  }
       ether_ros-3990  [003]  8698.393618: funcgraph_entry:                   |  ecrt_master_receive() {
       ether_ros-3990  [003]  8698.393620: funcgraph_entry:                   |    kernel_recvmsg() {
       ether_ros-3990  [003]  8698.393621: funcgraph_entry:        1.165 us   |      __skb_recv_datagram();
       ether_ros-3990  [003]  8698.393624: funcgraph_exit:         4.177 us   |    }
       ether_ros-3990  [003]  8698.393625: funcgraph_entry:                   |    kernel_recvmsg() {
       ether_ros-3990  [003]  8698.393626: funcgraph_entry:        0.365 us   |      __skb_recv_datagram();
       ether_ros-3990  [003]  8698.393627: funcgraph_exit:         1.133 us   |    }
       ether_ros-3990  [003]  8698.393627: funcgraph_exit:         8.046 us   |  }
       ether_ros-3990  [003]  8698.393641: funcgraph_entry:                   |  ecrt_master_send() {
       ether_ros-3990  [003]  8698.393643: funcgraph_entry:                   |    kernel_sendmsg() {
       ether_ros-3990  [003]  8698.393649: funcgraph_entry:        1.596 us   |      e1000_xmit_frame();
       ether_ros-3990  [003]  8698.393652: funcgraph_exit:         8.469 us   |    }
       ether_ros-3990  [003]  8698.393652: funcgraph_exit:       + 10.483 us  |  }
 irq/33-enp5s0-r-2502  [003]  8698.393749: funcgraph_entry:        0.537 us   |  e1000_intr_msix_rx();
 irq/33-enp5s0-r-2502  [003]  8698.393752: funcgraph_entry:                   |  net_rx_action() {
 irq/33-enp5s0-r-2502  [003]  8698.393754: funcgraph_entry:        1.924 us   |    napi_gro_receive();
 irq/33-enp5s0-r-2502  [003]  8698.393759: funcgraph_exit:         6.943 us   |  }
 irq/33-enp5s0-r-2502  [003]  8698.393760: funcgraph_entry:                   |  net_rx_action() {
 irq/33-enp5s0-r-2502  [003]  8698.393761: funcgraph_entry:                   |    __netif_receive_skb_core() {
 irq/33-enp5s0-r-2502  [003]  8698.393763: funcgraph_entry:        0.932 us   |      packet_rcv();
 irq/33-enp5s0-r-2502  [003]  8698.393764: funcgraph_exit:         2.443 us   |    }
 irq/33-enp5s0-r-2502  [003]  8698.393765: funcgraph_exit:         3.987 us   |  }
       ether_ros-3990  [003]  8698.397637: funcgraph_entry:                   |  ecrt_master_receive() {
       ether_ros-3990  [003]  8698.397639: funcgraph_entry:                   |    kernel_recvmsg() {
       ether_ros-3990  [003]  8698.397640: funcgraph_entry:        1.152 us   |      __skb_recv_datagram();
       ether_ros-3990  [003]  8698.397644: funcgraph_exit:         4.154 us   |    }
       ether_ros-3990  [003]  8698.397645: funcgraph_entry:                   |    kernel_recvmsg() {
       ether_ros-3990  [003]  8698.397646: funcgraph_entry:        0.296 us   |      __skb_recv_datagram();
       ether_ros-3990  [003]  8698.397646: funcgraph_exit:         1.022 us   |    }
       ether_ros-3990  [003]  8698.397647: funcgraph_exit:         8.103 us   |  }
       ether_ros-3990  [003]  8698.397675: funcgraph_entry:                   |  ecrt_master_send() {
       ether_ros-3990  [003]  8698.397676: funcgraph_entry:                   |    kernel_sendmsg() {
       ether_ros-3990  [003]  8698.397682: funcgraph_entry:        1.485 us   |      e1000_xmit_frame();
       ether_ros-3990  [003]  8698.397685: funcgraph_exit:         8.655 us   |    }
       ether_ros-3990  [003]  8698.397686: funcgraph_exit:       + 10.864 us  |  }
 irq/33-enp5s0-r-2502  [003]  8698.397778: funcgraph_entry:        0.531 us   |  e1000_intr_msix_rx();
 irq/33-enp5s0-r-2502  [003]  8698.397780: funcgraph_entry:                   |  net_rx_action() {
 irq/33-enp5s0-r-2502  [003]  8698.397782: funcgraph_entry:        1.852 us   |    napi_gro_receive();
 irq/33-enp5s0-r-2502  [003]  8698.397787: funcgraph_exit:         6.728 us   |  }
 irq/33-enp5s0-r-2502  [003]  8698.397789: funcgraph_entry:                   |  net_rx_action() {
 irq/33-enp5s0-r-2502  [003]  8698.397790: funcgraph_entry:                   |    __netif_receive_skb_core() {
 irq/33-enp5s0-r-2502  [003]  8698.397791: funcgraph_entry:        0.967 us   |      packet_rcv();
 irq/33-enp5s0-r-2502  [003]  8698.397792: funcgraph_exit:         2.576 us   |    }
 irq/33-enp5s0-r-2502  [003]  8698.397793: funcgraph_exit:         4.001 us   |  }
       ether_ros-3990  [003]  8698.401661: funcgraph_entry:                   |  ecrt_master_receive() {
       ether_ros-3990  [003]  8698.401665: funcgraph_entry:                   |    kernel_recvmsg() {
       ether_ros-3990  [003]  8698.401666: funcgraph_entry:        2.315 us   |      __skb_recv_datagram();
       ether_ros-3990  [003]  8698.401674: funcgraph_exit:         8.288 us   |    }
       ether_ros-3990  [003]  8698.401687: funcgraph_entry:                   |    kernel_recvmsg() {
       ether_ros-3990  [003]  8698.401687: funcgraph_entry:        0.326 us   |      __skb_recv_datagram();
       ether_ros-3990  [003]  8698.401688: funcgraph_exit:         1.145 us   |    }
       ether_ros-3990  [003]  8698.401689: funcgraph_exit:       + 25.290 us  |  }
       ether_ros-3990  [003]  8698.401703: funcgraph_entry:                   |  ecrt_master_send() {
       ether_ros-3990  [003]  8698.401705: funcgraph_entry:                   |    kernel_sendmsg() {
       ether_ros-3990  [003]  8698.401710: funcgraph_entry:        1.500 us   |      e1000_xmit_frame();
